tic,datadate,gvkeyx,conm,spmi,prccd,prccddiv
I0124,2010-01-05,156765,Russell 2000,,1586.81450000,2817.12798000
I0124,2010-01-06,156765,Russell 2000,,1585.45742000,2814.85429000
I0124,2010-01-07,156765,Russell 2000,,1595.45517000,2832.69075000
I0124,2010-01-08,156765,Russell 2000,,1601.88786000,2844.11251000
I0124,2010-01-11,156765,Russell 2000,,1600.47243000,2841.60654000
I0124,2010-01-12,156765,Russell 2000,,1579.37217000,2804.18809000
I0124,2010-01-13,156765,Russell 2000,,1599.41191000,2840.05445000
I0124,2010-01-14,156765,Russell 2000,,1606.53367000,2852.76313000
I0124,2010-01-15,156765,Russell 2000,,1585.49479000,2815.41929000
I0124,2010-01-19,156765,Russell 2000,,1613.29065000,2864.80228000
I0124,2010-01-20,156765,Russell 2000,,1589.59163000,2822.74491000
I0124,2010-01-21,156765,Russell 2000,,1561.62313000,2773.11117000
I0124,2010-01-22,156765,Russell 2000,,1533.70889000,2723.54359000
I0124,2010-01-25,156765,Russell 2000,,1536.15952000,2727.93421000
I0124,2010-01-26,156765,Russell 2000,,1521.37986000,2701.69641000
I0124,2010-01-27,156765,Russell 2000,,1536.83635000,2729.53947000
I0124,2010-01-28,156765,Russell 2000,,1510.86873000,2683.60766000
I0124,2010-01-29,156765,Russell 2000,,1496.20903000,2657.60564000
I0124,2010-02-01,156765,Russell 2000,,1514.14276000,2689.46516000
I0124,2010-02-02,156765,Russell 2000,,1526.07186000,2710.70321000
I0124,2010-02-03,156765,Russell 2000,,1517.64703000,2695.87448000
I0124,2010-02-04,156765,Russell 2000,,1465.49109000,2603.39824000
I0124,2010-02-05,156765,Russell 2000,,1473.70982000,2618.06662000
I0124,2010-02-08,156765,Russell 2000,,1457.57783000,2589.51626000
I0124,2010-02-09,156765,Russell 2000,,1479.14661000,2627.86632000
I0124,2010-02-10,156765,Russell 2000,,1480.76416000,2631.26991000
I0124,2010-02-11,156765,Russell 2000,,1504.71834000,2674.02601000
I0124,2010-02-12,156765,Russell 2000,,1517.79987000,2697.29174000
I0124,2010-02-16,156765,Russell 2000,,1542.93920000,2742.05106000
I0124,2010-02-17,156765,Russell 2000,,1552.85022000,2759.73446000
I0124,2010-02-18,156765,Russell 2000,,1564.01074000,2779.63422000
I0124,2010-02-19,156765,Russell 2000,,1569.73090000,2789.92907000
I0124,2010-02-22,156765,Russell 2000,,1571.31071000,2792.76825000
I0124,2010-02-23,156765,Russell 2000,,1553.45345000,2761.08504000
I0124,2010-02-24,156765,Russell 2000,,1566.78082000,2784.94029000
I0124,2010-02-25,156765,Russell 2000,,1566.85437000,2785.68113000
I0124,2010-02-26,156765,Russell 2000,,1562.12700000,2777.31961000
I0124,2010-03-01,156765,Russell 2000,,1597.15372000,2839.64266000
I0124,2010-03-02,156765,Russell 2000,,1611.22421000,2864.80110000
I0124,2010-03-03,156765,Russell 2000,,1613.58431000,2869.18941000
I0124,2010-03-04,156765,Russell 2000,,1621.54668000,2883.38799000
I0124,2010-03-05,156765,Russell 2000,,1655.22364000,2943.34346000
I0124,2010-03-08,156765,Russell 2000,,1657.92563000,2948.28780000
I0124,2010-03-09,156765,Russell 2000,,1664.20279000,2959.84452000
I0124,2010-03-10,156765,Russell 2000,,1677.36964000,2983.47923000
I0124,2010-03-11,156765,Russell 2000,,1683.05897000,2994.48608000
I0124,2010-03-12,156765,Russell 2000,,1681.48517000,2991.75268000
I0124,2010-03-15,156765,Russell 2000,,1676.07502000,2982.17946000
I0124,2010-03-16,156765,Russell 2000,,1688.93048000,3005.33483000
I0124,2010-03-17,156765,Russell 2000,,1699.86429000,3025.03153000
I0124,2010-03-18,156765,Russell 2000,,1693.97458000,3014.58098000
I0124,2010-03-19,156765,Russell 2000,,1674.78552000,2980.50530000
I0124,2010-03-22,156765,Russell 2000,,1697.19330000,3020.39698000
I0124,2010-03-23,156765,Russell 2000,,1715.57757000,3053.30297000
I0124,2010-03-24,156765,Russell 2000,,1699.12195000,3024.07028000
I0124,2010-03-25,156765,Russell 2000,,1687.73453000,3003.81424000
I0124,2010-03-26,156765,Russell 2000,,1687.40945000,3003.31709000
I0124,2010-03-29,156765,Russell 2000,,1695.57203000,3018.91937000
I0124,2010-03-30,156765,Russell 2000,,1699.77215000,3026.74591000
I0124,2010-03-31,156765,Russell 2000,,1686.59910000,3003.36196000
I0124,2010-04-01,156765,Russell 2000,,1699.87144000,3027.00380000
I0124,2010-04-05,156765,Russell 2000,,1733.84000000,3087.52000000
I0124,2010-04-06,156765,Russell 2000,,1743.35685000,3104.55251000
I0124,2010-04-07,156765,Russell 2000,,1738.32840000,3095.71998000
I0124,2010-04-08,156765,Russell 2000,,1738.77011000,3096.81666000
I0124,2010-04-09,156765,Russell 2000,,1747.00823000,3111.55124000
I0124,2010-04-12,156765,Russell 2000,,1752.24120000,3120.90015000
I0124,2010-04-13,156765,Russell 2000,,1757.15286000,3129.86020000
I0124,2010-04-14,156765,Russell 2000,,1795.34920000,3197.98793000
I0124,2010-04-15,156765,Russell 2000,,1799.85406000,3206.05498000
I0124,2010-04-16,156765,Russell 2000,,1776.01903000,3163.59796000
I0124,2010-04-19,156765,Russell 2000,,1768.00669000,3149.34481000
I0124,2010-04-20,156765,Russell 2000,,1793.22653000,3194.29884000
I0124,2010-04-21,156765,Russell 2000,,1804.76219000,3214.93329000
I0124,2010-04-22,156765,Russell 2000,,1824.94142000,3250.90783000
I0124,2010-04-23,156765,Russell 2000,,1843.86356000,3284.63016000
I0124,2010-04-26,156765,Russell 2000,,1836.25360000,3271.09358000
I0124,2010-04-27,156765,Russell 2000,,1792.54358000,3193.28138000
I0124,2010-04-28,156765,Russell 2000,,1795.32246000,3198.76715000
I0124,2010-04-29,156765,Russell 2000,,1833.47415000,3266.90168000
I0124,2010-04-30,156765,Russell 2000,,1780.92963000,3173.33493000
I0124,2010-05-03,156765,Russell 2000,,1821.24233000,3245.23059000
I0124,2010-05-04,156765,Russell 2000,,1763.79452000,3142.90472000
I0124,2010-05-05,156765,Russell 2000,,1736.11451000,3093.66534000
I0124,2010-05-06,156765,Russell 2000,,1670.66116000,2977.27809000
I0124,2010-05-07,156765,Russell 2000,,1622.86474000,2892.11219000
I0124,2010-05-10,156765,Russell 2000,,1713.85999000,3054.35732000
I0124,2010-05-11,156765,Russell 2000,,1728.44794000,3080.40954000
I0124,2010-05-12,156765,Russell 2000,,1779.70689000,3172.14645000
I0124,2010-05-13,156765,Russell 2000,,1764.16441000,3144.79375000
I0124,2010-05-14,156765,Russell 2000,,1724.71095000,3074.58796000
I0124,2010-05-17,156765,Russell 2000,,1729.02235000,3082.38498000
I0124,2010-05-18,156765,Russell 2000,,1696.80378000,3025.22605000
I0124,2010-05-19,156765,Russell 2000,,1676.06344000,2988.36879000
I0124,2010-05-20,156765,Russell 2000,,1590.65447000,2836.15207000
I0124,2010-05-21,156765,Russell 2000,,1613.65288000,2877.18192000
I0124,2010-05-24,156765,Russell 2000,,1593.56718000,2841.42290000
I0124,2010-05-25,156765,Russell 2000,,1590.60599000,2836.22139000
I0124,2010-05-26,156765,Russell 2000,,1597.07473000,2847.89133000
I0124,2010-05-27,156765,Russell 2000,,1666.38513000,2971.95510000
I0124,2010-05-28,156765,Russell 2000,,1644.27723000,2932.62690000
I0124,2010-06-01,156765,Russell 2000,,1592.94929000,2841.11027000
I0124,2010-06-02,156765,Russell 2000,,1641.57022000,2928.00738000
I0124,2010-06-03,156765,Russell 2000,,1658.58955000,2958.39410000
I0124,2010-06-04,156765,Russell 2000,,1575.57898000,2810.35620000
I0124,2010-06-07,156765,Russell 2000,,1537.09487000,2741.72690000
I0124,2010-06-08,156765,Russell 2000,,1535.10975000,2738.26747000
I0124,2010-06-09,156765,Russell 2000,,1536.61737000,2741.10559000
I0124,2010-06-10,156765,Russell 2000,,1590.04379000,2836.66006000
I0124,2010-06-11,156765,Russell 2000,,1612.93464000,2878.20166000
I0124,2010-06-14,156765,Russell 2000,,1621.05038000,2892.74976000
I0124,2010-06-15,156765,Russell 2000,,1662.07011000,2966.25251000
I0124,2010-06-16,156765,Russell 2000,,1655.49692000,2954.72747000
I0124,2010-06-17,156765,Russell 2000,,1654.81212000,2953.53873000
I0124,2010-06-18,156765,Russell 2000,,1657.46998000,2958.30818000
I0124,2010-06-21,156765,Russell 2000,,1640.33541000,2927.72582000
I0124,2010-06-22,156765,Russell 2000,,1605.25028000,2865.22391000
I0124,2010-06-23,156765,Russell 2000,,1601.12638000,2857.99735000
I0124,2010-06-24,156765,Russell 2000,,1573.59341000,2808.89932000
I0124,2010-06-25,156765,Russell 2000,,1603.26653000,2861.88053000
I0124,2010-06-28,156765,Russell 2000,,1594.38161000,2847.30295000
I0124,2010-06-29,156765,Russell 2000,,1530.81617000,2733.92977000
I0124,2010-06-30,156765,Russell 2000,,1514.72615000,2705.36594000
I0124,2010-07-01,156765,Russell 2000,,1502.98706000,2684.52353000
I0124,2010-07-02,156765,Russell 2000,,1488.58320000,2658.84063000
I0124,2010-07-06,156765,Russell 2000,,1466.38191000,2619.24592000
I0124,2010-07-07,156765,Russell 2000,,1520.12457000,2715.46309000
I0124,2010-07-08,156765,Russell 2000,,1541.52170000,2753.92520000
I0124,2010-07-09,156765,Russell 2000,,1564.28776000,2794.66935000
I0124,2010-07-12,156765,Russell 2000,,1544.86546000,2759.97055000
I0124,2010-07-13,156765,Russell 2000,,1597.57426000,2854.44995000
I0124,2010-07-14,156765,Russell 2000,,1590.95398000,2842.65374000
I0124,2010-07-15,156765,Russell 2000,,1577.19183000,2818.11515000
I0124,2010-07-16,156765,Russell 2000,,1516.98126000,2710.53133000
I0124,2010-07-19,156765,Russell 2000,,1523.66214000,2722.50264000
I0124,2010-07-20,156765,Russell 2000,,1551.39677000,2772.09633000
I0124,2010-07-21,156765,Russell 2000,,1522.57344000,2720.66534000
I0124,2010-07-22,156765,Russell 2000,,1579.33116000,2822.10758000
I0124,2010-07-23,156765,Russell 2000,,1617.03431000,2889.49399000
I0124,2010-07-26,156765,Russell 2000,,1653.23127000,2954.17708000
I0124,2010-07-27,156765,Russell 2000,,1645.65525000,2940.68357000
I0124,2010-07-28,156765,Russell 2000,,1617.29369000,2890.39993000
I0124,2010-07-29,156765,Russell 2000,,1616.47553000,2889.20430000
I0124,2010-07-30,156765,Russell 2000,,1617.62420000,2891.27676000
I0124,2010-08-02,156765,Russell 2000,,1644.87948000,2940.00257000
I0124,2010-08-03,156765,Russell 2000,,1629.49131000,2912.58600000
I0124,2010-08-04,156765,Russell 2000,,1647.61386000,2945.13303000
I0124,2010-08-05,156765,Russell 2000,,1628.00411000,2910.23263000
I0124,2010-08-06,156765,Russell 2000,,1617.10804000,2890.87631000
I0124,2010-08-09,156765,Russell 2000,,1639.08358000,2930.22765000
I0124,2010-08-10,156765,Russell 2000,,1606.36540000,2871.81225000
I0124,2010-08-11,156765,Russell 2000,,1541.83238000,2756.67028000
I0124,2010-08-12,156765,Russell 2000,,1533.34246000,2742.02674000
I0124,2010-08-13,156765,Russell 2000,,1514.73077000,2708.84226000
I0124,2010-08-16,156765,Russell 2000,,1528.68975000,2733.90726000
I0124,2010-08-17,156765,Russell 2000,,1556.50246000,2783.79810000
I0124,2010-08-18,156765,Russell 2000,,1560.84839000,2791.77353000
I0124,2010-08-19,156765,Russell 2000,,1518.38067000,2715.88285000
I0124,2010-08-20,156765,Russell 2000,,1517.93709000,2715.15224000
I0124,2010-08-23,156765,Russell 2000,,1497.79402000,2679.17694000
I0124,2010-08-24,156765,Russell 2000,,1480.19663000,2647.76492000
I0124,2010-08-25,156765,Russell 2000,,1503.25011000,2689.07564000
I0124,2010-08-26,156765,Russell 2000,,1490.54517000,2666.40014000
I0124,2010-08-27,156765,Russell 2000,,1532.80893000,2742.13335000
I0124,2010-08-30,156765,Russell 2000,,1495.43089000,2675.67869000
I0124,2010-08-31,156765,Russell 2000,,1496.26262000,2677.21261000
I0124,2010-09-01,156765,Russell 2000,,1553.24715000,2779.35952000
I0124,2010-09-02,156765,Russell 2000,,1571.32873000,2811.86393000
I0124,2010-09-03,156765,Russell 2000,,1598.91851000,2861.26814000
I0124,2010-09-07,156765,Russell 2000,,1563.95009000,2798.77239000
I0124,2010-09-08,156765,Russell 2000,,1576.27515000,2821.11764000
I0124,2010-09-09,156765,Russell 2000,,1577.18772000,2822.81571000
I0124,2010-09-10,156765,Russell 2000,,1581.75815000,2831.22644000
I0124,2010-09-13,156765,Russell 2000,,1621.08878000,2902.08211000
I0124,2010-09-14,156765,Russell 2000,,1613.51101000,2888.75858000
I0124,2010-09-15,156765,Russell 2000,,1621.64591000,2903.58052000
I0124,2010-09-16,156765,Russell 2000,,1609.97694000,2882.76758000
I0124,2010-09-17,156765,Russell 2000,,1618.98981000,2898.90571000
I0124,2010-09-20,156765,Russell 2000,,1665.05945000,2981.47545000
I0124,2010-09-21,156765,Russell 2000,,1651.85270000,2957.83855000
I0124,2010-09-22,156765,Russell 2000,,1632.09393000,2922.57372000
I0124,2010-09-23,156765,Russell 2000,,1612.53434000,2887.56723000
I0124,2010-09-24,156765,Russell 2000,,1667.63768000,2986.39129000
I0124,2010-09-27,156765,Russell 2000,,1660.87256000,2974.30152000
I0124,2010-09-28,156765,Russell 2000,,1678.62194000,3007.50692000
I0124,2010-09-29,156765,Russell 2000,,1684.10980000,3017.43657000
I0124,2010-09-30,156765,Russell 2000,,1680.37551000,3010.78356000
I0124,2010-10-01,156765,Russell 2000,,1688.20670000,3024.84394000
I0124,2010-10-04,156765,Russell 2000,,1663.75245000,2981.07652000
I0124,2010-10-05,156765,Russell 2000,,1713.21557000,3069.80433000
I0124,2010-10-06,156765,Russell 2000,,1703.21605000,3052.15146000
I0124,2010-10-07,156765,Russell 2000,,1700.47561000,3047.55116000
I0124,2010-10-08,156765,Russell 2000,,1724.32809000,3090.29901000
I0124,2010-10-11,156765,Russell 2000,,1723.42090000,3088.67316000
I0124,2010-10-12,156765,Russell 2000,,1729.84378000,3100.21451000
I0124,2010-10-13,156765,Russell 2000,,1755.75513000,3146.98762000
I0124,2010-10-14,156765,Russell 2000,,1751.33337000,3139.08200000
I0124,2010-10-15,156765,Russell 2000,,1747.53593000,3132.27857000
I0124,2010-10-18,156765,Russell 2000,,1764.85695000,3163.34136000
I0124,2010-10-19,156765,Russell 2000,,1725.14325000,3092.18703000
I0124,2010-10-20,156765,Russell 2000,,1744.91496000,3127.74507000
I0124,2010-10-21,156765,Russell 2000,,1735.00935000,3110.03182000
I0124,2010-10-22,156765,Russell 2000,,1748.20812000,3133.70373000
I0124,2010-10-25,156765,Russell 2000,,1759.29436000,3153.61215000
I0124,2010-10-26,156765,Russell 2000,,1756.90758000,3149.36176000
I0124,2010-10-27,156765,Russell 2000,,1750.19138000,3137.75201000
I0124,2010-10-28,156765,Russell 2000,,1742.23173000,3123.61822000
I0124,2010-10-29,156765,Russell 2000,,1748.01162000,3133.98917000
I0124,2010-11-01,156765,Russell 2000,,1736.09160000,3112.64441000
I0124,2010-11-02,156765,Russell 2000,,1771.70068000,3176.53910000
I0124,2010-11-03,156765,Russell 2000,,1777.31246000,3186.79906000
I0124,2010-11-04,156765,Russell 2000,,1822.84316000,3268.64959000
I0124,2010-11-05,156765,Russell 2000,,1830.60234000,3282.70362000
I0124,2010-11-08,156765,Russell 2000,,1831.04963000,3283.70630000
I0124,2010-11-09,156765,Russell 2000,,1804.24284000,3235.88964000
I0124,2010-11-10,156765,Russell 2000,,1826.33199000,3275.97432000
I0124,2010-11-11,156765,Russell 2000,,1818.15650000,3261.30957000
I0124,2010-11-12,156765,Russell 2000,,1787.57320000,3206.63215000
I0124,2010-11-15,156765,Russell 2000,,1789.22167000,3209.66390000
I0124,2010-11-16,156765,Russell 2000,,1752.93878000,3144.72805000
I0124,2010-11-17,156765,Russell 2000,,1758.97886000,3155.67932000
I0124,2010-11-18,156765,Russell 2000,,1791.46106000,3214.14400000
I0124,2010-11-19,156765,Russell 2000,,1800.22492000,3229.89683000
I0124,2010-11-22,156765,Russell 2000,,1807.59569000,3243.21868000
I0124,2010-11-23,156765,Russell 2000,,1789.20688000,3210.32355000
I0124,2010-11-24,156765,Russell 2000,,1830.46991000,3284.44509000
I0124,2010-11-26,156765,Russell 2000,,1821.02277000,3267.58451000
I0124,2010-11-29,156765,Russell 2000,,1819.06954000,3264.55102000
I0124,2010-11-30,156765,Russell 2000,,1806.79502000,3242.65583000
I0124,2010-12-01,156765,Russell 2000,,1846.89137000,3314.73211000
I0124,2010-12-02,156765,Russell 2000,,1866.90866000,3350.69203000
I0124,2010-12-03,156765,Russell 2000,,1879.90130000,3374.03247000
I0124,2010-12-06,156765,Russell 2000,,1890.93915000,3393.96907000
I0124,2010-12-07,156765,Russell 2000,,1899.78752000,3409.98140000
I0124,2010-12-08,156765,Russell 2000,,1898.82797000,3408.53693000
I0124,2010-12-09,156765,Russell 2000,,1907.74609000,3424.73220000
I0124,2010-12-10,156765,Russell 2000,,1930.61448000,3465.82789000
I0124,2010-12-13,156765,Russell 2000,,1918.86855000,3445.21273000
I0124,2010-12-14,156765,Russell 2000,,1917.75933000,3443.50561000
I0124,2010-12-15,156765,Russell 2000,,1909.57672000,3429.12101000
I0124,2010-12-16,156765,Russell 2000,,1929.93692000,3465.90652000
I0124,2010-12-17,156765,Russell 2000,,1937.28527000,3479.14382000
I0124,2010-12-20,156765,Russell 2000,,1944.21604000,3491.59069000
I0124,2010-12-21,156765,Russell 2000,,1964.64524000,3528.37702000
I0124,2010-12-22,156765,Russell 2000,,1964.80954000,3528.98082000
I0124,2010-12-23,156765,Russell 2000,,1960.76200000,3521.81177000
I0124,2010-12-27,156765,Russell 2000,,1969.18137000,3536.97097000
I0124,2010-12-28,156765,Russell 2000,,1962.00325000,3524.21495000
I0124,2010-12-29,156765,Russell 2000,,1963.99875000,3529.46076000
I0124,2010-12-30,156765,Russell 2000,,1962.69446000,3527.29825000
I0124,2010-12-31,156765,Russell 2000,,1947.56106000,3500.14829000
I0124,2011-01-03,156765,Russell 2000,,1984.61019000,3566.75061000
I0124,2011-01-04,156765,Russell 2000,,1952.99166000,3509.99666000
I0124,2011-01-05,156765,Russell 2000,,1976.00991000,3551.45361000
I0124,2011-01-06,156765,Russell 2000,,1966.88128000,3535.21594000
I0124,2011-01-07,156765,Russell 2000,,1957.96466000,3519.21720000
I0124,2011-01-10,156765,Russell 2000,,1967.28715000,3536.04905000
I0124,2011-01-11,156765,Russell 2000,,1975.16785000,3550.25083000
I0124,2011-01-12,156765,Russell 2000,,1991.59298000,3580.04716000
I0124,2011-01-13,156765,Russell 2000,,1989.81648000,3576.87979000
I0124,2011-01-14,156765,Russell 2000,,2007.01211000,3607.82557000
I0124,2011-01-18,156765,Russell 2000,,2006.98644000,3607.78496000
I0124,2011-01-19,156765,Russell 2000,,1955.61040000,3515.54529000
I0124,2011-01-20,156765,Russell 2000,,1933.72996000,3476.22228000
I0124,2011-01-21,156765,Russell 2000,,1921.55636000,3454.35063000
I0124,2011-01-24,156765,Russell 2000,,1936.69476000,3481.63935000
I0124,2011-01-25,156765,Russell 2000,,1938.39538000,3484.70821000
I0124,2011-01-26,156765,Russell 2000,,1972.60573000,3546.27708000
I0124,2011-01-27,156765,Russell 2000,,1976.85019000,3554.36937000
I0124,2011-01-28,156765,Russell 2000,,1927.06029000,3464.97255000
I0124,2011-01-31,156765,Russell 2000,,1941.60487000,3491.12921000
I0124,2011-02-01,156765,Russell 2000,,1985.44682000,3570.01620000
I0124,2011-02-02,156765,Russell 2000,,1978.64902000,3557.96967000
I0124,2011-02-03,156765,Russell 2000,,1984.80280000,3569.24229000
I0124,2011-02-04,156765,Russell 2000,,1988.47509000,3575.89611000
I0124,2011-02-07,156765,Russell 2000,,2008.87565000,3612.65760000
I0124,2011-02-08,156765,Russell 2000,,2022.21428000,3636.77670000
I0124,2011-02-09,156765,Russell 2000,,2011.25000000,3617.16846000
I0124,2011-02-10,156765,Russell 2000,,2019.76885000,3632.73602000
I0124,2011-02-11,156765,Russell 2000,,2043.15854000,3675.14355000
I0124,2011-02-14,156765,Russell 2000,,2052.56924000,3692.11484000
I0124,2011-02-15,156765,Russell 2000,,2037.96908000,3665.95714000
I0124,2011-02-16,156765,Russell 2000,,2058.71479000,3703.45559000
I0124,2011-02-17,156765,Russell 2000,,2072.74965000,3728.79687000
I0124,2011-02-18,156765,Russell 2000,,2074.74923000,3732.40958000
I0124,2011-02-22,156765,Russell 2000,,2020.41668000,3634.71157000
I0124,2011-02-23,156765,Russell 2000,,1987.32448000,3575.35637000
I0124,2011-02-24,156765,Russell 2000,,1998.59254000,3595.90951000
I0124,2011-02-25,156765,Russell 2000,,2042.74033000,3675.86272000
I0124,2011-02-28,156765,Russell 2000,,2046.47589000,3682.58790000
I0124,2011-03-01,156765,Russell 2000,,2005.79195000,3609.46817000
I0124,2011-03-02,156765,Russell 2000,,2015.28754000,3626.78710000
I0124,2011-03-03,156765,Russell 2000,,2060.00264000,3707.33268000
I0124,2011-03-04,156765,Russell 2000,,2050.30075000,3690.08312000
I0124,2011-03-07,156765,Russell 2000,,2018.65674000,3633.16548000
I0124,2011-03-08,156765,Russell 2000,,2049.48346000,3688.78398000
I0124,2011-03-09,156765,Russell 2000,,2040.85267000,3673.56211000
I0124,2011-03-10,156765,Russell 2000,,1987.02781000,3576.90485000
I0124,2011-03-11,156765,Russell 2000,,1995.22425000,3592.24715000
I0124,2011-03-14,156765,Russell 2000,,1983.66057000,3571.54931000
I0124,2011-03-15,156765,Russell 2000,,1966.64418000,3541.20511000
I0124,2011-03-16,156765,Russell 2000,,1943.21029000,3499.43172000
I0124,2011-03-17,156765,Russell 2000,,1952.21629000,3515.78477000
I0124,2011-03-18,156765,Russell 2000,,1974.93984000,3556.86851000
I0124,2011-03-21,156765,Russell 2000,,2020.54733000,3639.40158000
I0124,2011-03-22,156765,Russell 2000,,2009.71733000,3619.91566000
I0124,2011-03-23,156765,Russell 2000,,2016.12681000,3631.68930000
I0124,2011-03-24,156765,Russell 2000,,2030.69245000,3657.98534000
I0124,2011-03-25,156765,Russell 2000,,2047.47356000,3688.26781000
I0124,2011-03-28,156765,Russell 2000,,2042.29390000,3679.04656000
I0124,2011-03-29,156765,Russell 2000,,2061.48257000,3714.87606000
I0124,2011-03-30,156765,Russell 2000,,2088.53310000,3763.76752000
I0124,2011-03-31,156765,Russell 2000,,2096.43046000,3778.02570000
I0124,2011-04-01,156765,Russell 2000,,2104.44379000,3792.50497000
I0124,2011-04-04,156765,Russell 2000,,2110.86566000,3804.25342000
I0124,2011-04-05,156765,Russell 2000,,2120.69604000,3822.09501000
I0124,2011-04-06,156765,Russell 2000,,2122.83089000,3826.06733000
I0124,2011-04-07,156765,Russell 2000,,2111.06246000,3805.36643000
I0124,2011-04-08,156765,Russell 2000,,2089.81443000,3767.09708000
I0124,2011-04-11,156765,Russell 2000,,2072.34396000,3735.60674000
I0124,2011-04-12,156765,Russell 2000,,2043.54188000,3683.69537000
I0124,2011-04-13,156765,Russell 2000,,2047.63925000,3691.41245000
I0124,2011-04-14,156765,Russell 2000,,2056.46208000,3707.35229000
I0124,2011-04-15,156765,Russell 2000,,2075.14290000,3741.02973000
I0124,2011-04-18,156765,Russell 2000,,2041.66580000,3680.70913000
I0124,2011-04-19,156765,Russell 2000,,2045.39081000,3687.54811000
I0124,2011-04-20,156765,Russell 2000,,2086.25106000,3761.24619000
I0124,2011-04-21,156765,Russell 2000,,2101.62885000,3789.00480000
I0124,2011-04-25,156765,Russell 2000,,2098.11394000,3782.69287000
I0124,2011-04-26,156765,Russell 2000,,2120.02773000,3822.24044000
I0124,2011-04-27,156765,Russell 2000,,2133.11008000,3846.25400000
I0124,2011-04-28,156765,Russell 2000,,2141.16950000,3861.00546000
I0124,2011-04-29,156765,Russell 2000,,2150.46597000,3877.78841000
I0124,2011-05-02,156765,Russell 2000,,2124.32864000,3830.66279000
I0124,2011-05-03,156765,Russell 2000,,2096.97151000,3781.42596000
I0124,2011-05-04,156765,Russell 2000,,2069.97527000,3732.82712000
I0124,2011-05-05,156765,Russell 2000,,2060.87021000,3716.67875000
I0124,2011-05-06,156765,Russell 2000,,2071.04925000,3735.18842000
I0124,2011-05-09,156765,Russell 2000,,2094.57895000,3777.69026000
I0124,2011-05-10,156765,Russell 2000,,2127.15744000,3836.55820000
I0124,2011-05-11,156765,Russell 2000,,2089.25713000,3768.41844000
I0124,2011-05-12,156765,Russell 2000,,2106.32736000,3799.57719000
I0124,2011-05-13,156765,Russell 2000,,2076.84623000,3746.59871000
I0124,2011-05-16,156765,Russell 2000,,2045.13852000,3689.55811000
I0124,2011-05-17,156765,Russell 2000,,2038.80513000,3678.28107000
I0124,2011-05-18,156765,Russell 2000,,2071.32550000,3737.16668000
I0124,2011-05-19,156765,Russell 2000,,2075.58168000,3745.06426000
I0124,2011-05-20,156765,Russell 2000,,2060.42320000,3717.73103000
I0124,2011-05-23,156765,Russell 2000,,2023.10005000,3650.49510000
I0124,2011-05-24,156765,Russell 2000,,2013.88306000,3633.93830000
I0124,2011-05-25,156765,Russell 2000,,2040.06181000,3681.25790000
I0124,2011-05-26,156765,Russell 2000,,2064.91582000,3726.27315000
I0124,2011-05-27,156765,Russell 2000,,2078.30529000,3750.95219000
I0124,2011-05-31,156765,Russell 2000,,2108.24160000,3805.08471000
I0124,2011-06-01,156765,Russell 2000,,2041.38079000,3684.58594000
I0124,2011-06-02,156765,Russell 2000,,2039.61135000,3681.47270000
I0124,2011-06-03,156765,Russell 2000,,2008.41475000,3625.22871000
I0124,2011-06-06,156765,Russell 2000,,1976.56060000,3567.80349000
I0124,2011-06-07,156765,Russell 2000,,1982.10044000,3577.87705000
I0124,2011-06-08,156765,Russell 2000,,1958.48363000,3535.47765000
I0124,2011-06-09,156765,Russell 2000,,1969.90845000,3556.22713000
I0124,2011-06-10,156765,Russell 2000,,1937.35005000,3497.49313000
I0124,2011-06-13,156765,Russell 2000,,1931.53023000,3487.76353000
I0124,2011-06-14,156765,Russell 2000,,1973.26107000,3563.41116000
I0124,2011-06-15,156765,Russell 2000,,1937.14973000,3498.75644000
I0124,2011-06-16,156765,Russell 2000,,1942.32518000,3508.21168000
I0124,2011-06-17,156765,Russell 2000,,1942.85670000,3509.17170000
I0124,2011-06-20,156765,Russell 2000,,1959.58917000,3539.53812000
I0124,2011-06-21,156765,Russell 2000,,2004.03861000,3620.35499000
I0124,2011-06-22,156765,Russell 2000,,1987.88327000,3591.45598000
I0124,2011-06-23,156765,Russell 2000,,1994.86765000,3604.30436000
I0124,2011-06-24,156765,Russell 2000,,1982.71505000,3582.37242000
I0124,2011-06-27,156765,Russell 2000,,2000.98504000,3615.46193000
I0124,2011-06-28,156765,Russell 2000,,2031.21261000,3671.60834000
I0124,2011-06-29,156765,Russell 2000,,2037.70836000,3683.55801000
I0124,2011-06-30,156765,Russell 2000,,2056.36922000,3717.35545000
I0124,2011-07-01,156765,Russell 2000,,2087.71185000,3774.06309000
I0124,2011-07-05,156765,Russell 2000,,2091.64725000,3781.33014000
I0124,2011-07-06,156765,Russell 2000,,2100.60637000,3797.59967000
I0124,2011-07-07,156765,Russell 2000,,2132.62773000,3855.73965000
I0124,2011-07-08,156765,Russell 2000,,2118.85522000,3830.91363000
I0124,2011-07-11,156765,Russell 2000,,2071.55586000,3745.41387000
I0124,2011-07-12,156765,Russell 2000,,2062.17972000,3728.73540000
I0124,2011-07-13,156765,Russell 2000,,2080.09784000,3761.49776000
I0124,2011-07-14,156765,Russell 2000,,2046.14638000,3700.13956000
I0124,2011-07-15,156765,Russell 2000,,2059.73449000,3724.73964000
I0124,2011-07-18,156765,Russell 2000,,2027.89873000,3667.24519000
I0124,2011-07-19,156765,Russell 2000,,2074.24933000,3751.17425000
